image,count
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095301_0068_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095307_0069_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095312_0070_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095320_0071_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095326_0072_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095331_0073_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095338_0074_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095343_0075_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095349_0076_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095355_0077_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095400_0078_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095407_0079_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095412_0080_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095418_0081_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095423_0082_D.jpg,2
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095430_0083_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095436_0084_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095442_0085_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095447_0086_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923095453_0087_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923142905_0089_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923142925_0090_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923142930_0091_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923142936_0092_D.jpg,2
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923142941_0093_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923142950_0094_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923142958_0095_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143103_0096_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143109_0097_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143115_0098_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143121_0099_D.jpg,2
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143127_0100_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143133_0101_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143140_0102_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143146_0103_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143153_0104_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143202_0105_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143208_0106_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143215_0107_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143221_0108_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143226_0109_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143232_0110_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143238_0111_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143246_0112_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/lavado/DJI_20250923143252_0113_D.jpg,2
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923143341_0117_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923143346_0118_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923143352_0119_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923143358_0120_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923143409_0121_D.jpg,1
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923143415_0122_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923143420_0123_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923143427_0124_D.jpg,0
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923143435_0125_D.jpg,2
/Users/Araxa/Documents/tccemanoel/sistema-paineis-solares/backend/dados/plantas_completas/imagens/sujo/DJI_20250923143440_0126_D.jpg,1
